"statefip","stateabbrev","area","MSAname","countyfip","county_town_name"
"12","FL","37460","Panama City-Panama City Beach, FL","133","Washington County"
"13","GA","1300004","South Georgia nonmetropolitan area","001","Appling County"
"13","GA","1300004","South Georgia nonmetropolitan area","003","Atkinson County"
"13","GA","1300004","South Georgia nonmetropolitan area","005","Bacon County"
"13","GA","1300004","South Georgia nonmetropolitan area","007","Baker County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","009","Baldwin County"
"13","GA","1300001","North Georgia nonmetropolitan area","011","Banks County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","013","Barrow County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","015","Bartow County"
"13","GA","1300004","South Georgia nonmetropolitan area","017","Ben Hill County"
"13","GA","1300004","South Georgia nonmetropolitan area","019","Berrien County"
"13","GA","31420","Macon-Bibb County, GA","021","Bibb County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","023","Bleckley County"
"13","GA","15260","Brunswick-St. Simons, GA","025","Brantley County"
"13","GA","46660","Valdosta, GA","027","Brooks County"
"13","GA","42340","Savannah, GA","029","Bryan County"
"13","GA","1300003","East Georgia nonmetropolitan area","031","Bulloch County"
"13","GA","12260","Augusta-Richmond County, GA-SC","033","Burke County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","035","Butts County"
"13","GA","1300004","South Georgia nonmetropolitan area","037","Calhoun County"
"13","GA","1300004","South Georgia nonmetropolitan area","039","Camden County"
"13","GA","1300003","East Georgia nonmetropolitan area","043","Candler County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","045","Carroll County"
"13","GA","16860","Chattanooga, TN-GA","047","Catoosa County"
"13","GA","1300004","South Georgia nonmetropolitan area","049","Charlton County"
"13","GA","42340","Savannah, GA","051","Chatham County"
"13","GA","17980","Columbus, GA-AL","053","Chattahoochee County"
"13","GA","1300001","North Georgia nonmetropolitan area","055","Chattooga County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","057","Cherokee County"
"13","GA","12020","Athens-Clarke County, GA","059","Clarke County"
"13","GA","1300004","South Georgia nonmetropolitan area","061","Clay County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","063","Clayton County"
"13","GA","1300004","South Georgia nonmetropolitan area","065","Clinch County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","067","Cobb County"
"13","GA","1300004","South Georgia nonmetropolitan area","069","Coffee County"
"13","GA","1300004","South Georgia nonmetropolitan area","071","Colquitt County"
"13","GA","12260","Augusta-Richmond County, GA-SC","073","Columbia County"
"13","GA","1300004","South Georgia nonmetropolitan area","075","Cook County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","077","Coweta County"
"13","GA","31420","Macon-Bibb County, GA","079","Crawford County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","081","Crisp County"
"13","GA","16860","Chattanooga, TN-GA","083","Dade County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","085","Dawson County"
"13","GA","1300004","South Georgia nonmetropolitan area","087","Decatur County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","089","DeKalb County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","091","Dodge County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","093","Dooly County"
"13","GA","10500","Albany, GA","095","Dougherty County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","097","Douglas County"
"13","GA","1300004","South Georgia nonmetropolitan area","099","Early County"
"13","GA","46660","Valdosta, GA","101","Echols County"
"13","GA","42340","Savannah, GA","103","Effingham County"
"13","GA","1300001","North Georgia nonmetropolitan area","105","Elbert County"
"13","GA","1300003","East Georgia nonmetropolitan area","107","Emanuel County"
"13","GA","1300003","East Georgia nonmetropolitan area","109","Evans County"
"13","GA","1300001","North Georgia nonmetropolitan area","111","Fannin County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","113","Fayette County"
"13","GA","40660","Rome, GA","115","Floyd County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","117","Forsyth County"
"13","GA","1300001","North Georgia nonmetropolitan area","119","Franklin County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","121","Fulton County"
"13","GA","1300001","North Georgia nonmetropolitan area","123","Gilmer County"
"13","GA","1300003","East Georgia nonmetropolitan area","125","Glascock County"
"13","GA","15260","Brunswick-St. Simons, GA","127","Glynn County"
"13","GA","1300001","North Georgia nonmetropolitan area","129","Gordon County"
"13","GA","1300004","South Georgia nonmetropolitan area","131","Grady County"
"13","GA","1300001","North Georgia nonmetropolitan area","133","Greene County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","135","Gwinnett County"
"13","GA","1300001","North Georgia nonmetropolitan area","137","Habersham County"
"13","GA","23580","Gainesville, GA","139","Hall County"
"13","GA","1300003","East Georgia nonmetropolitan area","141","Hancock County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","143","Haralson County"
"13","GA","17980","Columbus, GA-AL","145","Harris County"
"13","GA","1300001","North Georgia nonmetropolitan area","147","Hart County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","149","Heard County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","151","Henry County"
"13","GA","47580","Warner Robins, GA","153","Houston County"
"13","GA","1300004","South Georgia nonmetropolitan area","155","Irwin County"
"13","GA","1300001","North Georgia nonmetropolitan area","157","Jackson County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","159","Jasper County"
"13","GA","1300004","South Georgia nonmetropolitan area","161","Jeff Davis County"
"13","GA","1300003","East Georgia nonmetropolitan area","163","Jefferson County"
"13","GA","1300003","East Georgia nonmetropolitan area","165","Jenkins County"
"13","GA","1300003","East Georgia nonmetropolitan area","167","Johnson County"
"13","GA","31420","Macon-Bibb County, GA","169","Jones County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","171","Lamar County"
"13","GA","46660","Valdosta, GA","173","Lanier County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","175","Laurens County"
"13","GA","10500","Albany, GA","177","Lee County"
"13","GA","25980","Hinesville, GA","179","Liberty County"
"13","GA","12260","Augusta-Richmond County, GA-SC","181","Lincoln County"
"13","GA","25980","Hinesville, GA","183","Long County"
"13","GA","46660","Valdosta, GA","185","Lowndes County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","187","Lumpkin County"
"13","GA","12260","Augusta-Richmond County, GA-SC","189","McDuffie County"
"13","GA","15260","Brunswick-St. Simons, GA","191","McIntosh County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","193","Macon County"
"13","GA","12020","Athens-Clarke County, GA","195","Madison County"
"13","GA","17980","Columbus, GA-AL","197","Marion County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","199","Meriwether County"
"13","GA","1300004","South Georgia nonmetropolitan area","201","Miller County"
"13","GA","1300004","South Georgia nonmetropolitan area","205","Mitchell County"
"13","GA","31420","Macon-Bibb County, GA","207","Monroe County"
"13","GA","1300003","East Georgia nonmetropolitan area","209","Montgomery County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","211","Morgan County"
"13","GA","19140","Dalton, GA","213","Murray County"
"13","GA","17980","Columbus, GA-AL","215","Muscogee County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","217","Newton County"
"13","GA","12020","Athens-Clarke County, GA","219","Oconee County"
"13","GA","12020","Athens-Clarke County, GA","221","Oglethorpe County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","223","Paulding County"
"13","GA","47580","Warner Robins, GA","225","Peach County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","227","Pickens County"
"13","GA","1300004","South Georgia nonmetropolitan area","229","Pierce County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","231","Pike County"
"13","GA","1300001","North Georgia nonmetropolitan area","233","Polk County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","235","Pulaski County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","237","Putnam County"
"13","GA","1300004","South Georgia nonmetropolitan area","239","Quitman County"
"13","GA","1300001","North Georgia nonmetropolitan area","241","Rabun County"
"13","GA","1300004","South Georgia nonmetropolitan area","243","Randolph County"
"13","GA","12260","Augusta-Richmond County, GA-SC","245","Richmond County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","247","Rockdale County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","249","Schley County"
"13","GA","1300003","East Georgia nonmetropolitan area","251","Screven County"
"13","GA","1300004","South Georgia nonmetropolitan area","253","Seminole County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","255","Spalding County"
"13","GA","1300001","North Georgia nonmetropolitan area","257","Stephens County"
"13","GA","17980","Columbus, GA-AL","259","Stewart County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","261","Sumter County"
"13","GA","17980","Columbus, GA-AL","263","Talbot County"
"13","GA","1300003","East Georgia nonmetropolitan area","265","Taliaferro County"
"13","GA","1300003","East Georgia nonmetropolitan area","267","Tattnall County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","269","Taylor County"
"13","GA","1300004","South Georgia nonmetropolitan area","271","Telfair County"
"13","GA","10500","Albany, GA","273","Terrell County"
"13","GA","1300004","South Georgia nonmetropolitan area","275","Thomas County"
"13","GA","1300004","South Georgia nonmetropolitan area","277","Tift County"
"13","GA","1300003","East Georgia nonmetropolitan area","279","Toombs County"
"13","GA","1300001","North Georgia nonmetropolitan area","281","Towns County"
"13","GA","1300003","East Georgia nonmetropolitan area","283","Treutlen County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","285","Troup County"
"13","GA","1300004","South Georgia nonmetropolitan area","287","Turner County"
"13","GA","31420","Macon-Bibb County, GA","289","Twiggs County"
"13","GA","1300001","North Georgia nonmetropolitan area","291","Union County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","293","Upson County"
"13","GA","16860","Chattanooga, TN-GA","295","Walker County"
"13","GA","12060","Atlanta-Sandy Springs-Roswell, GA","297","Walton County"
"13","GA","1300004","South Georgia nonmetropolitan area","299","Ware County"
"13","GA","1300003","East Georgia nonmetropolitan area","301","Warren County"
"13","GA","1300003","East Georgia nonmetropolitan area","303","Washington County"
"13","GA","1300004","South Georgia nonmetropolitan area","305","Wayne County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","307","Webster County"
"13","GA","1300003","East Georgia nonmetropolitan area","309","Wheeler County"
"13","GA","1300001","North Georgia nonmetropolitan area","311","White County"
"13","GA","19140","Dalton, GA","313","Whitfield County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","315","Wilcox County"
"13","GA","1300003","East Georgia nonmetropolitan area","317","Wilkes County"
"13","GA","1300002","Middle Georgia nonmetropolitan area","319","Wilkinson County"
"13","GA","10500","Albany, GA","321","Worth County"
"15","HI","1500001","Hawaii / Kauai nonmetropolitan area","001","Hawaii County"
"15","HI","46520","Urban Honolulu, HI","003","Honolulu County"
"15","HI","27980","Kahului-Wailuku, HI","005","Kalawao County"
"15","HI","1500001","Hawaii / Kauai nonmetropolitan area","007","Kauai County"
"15","HI","27980","Kahului-Wailuku, HI","009","Maui County"
"16","ID","14260","Boise City, ID","001","Ada County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","003","Adams County"
"16","ID","38540","Pocatello, ID","005","Bannock County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","007","Bear Lake County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","009","Benewah County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","011","Bingham County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","013","Blaine County"
"16","ID","14260","Boise City, ID","015","Boise County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","017","Bonner County"
"16","ID","26820","Idaho Falls, ID","019","Bonneville County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","021","Boundary County"
"16","ID","26820","Idaho Falls, ID","023","Butte County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","025","Camas County"
"16","ID","14260","Boise City, ID","027","Canyon County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","029","Caribou County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","031","Cassia County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","033","Clark County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","035","Clearwater County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","037","Custer County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","039","Elmore County"
"16","ID","30860","Logan, UT-ID","041","Franklin County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","043","Fremont County"
"16","ID","14260","Boise City, ID","045","Gem County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","047","Gooding County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","049","Idaho County"
"16","ID","26820","Idaho Falls, ID","051","Jefferson County"
"16","ID","46300","Twin Falls, ID","053","Jerome County"
"16","ID","17660","Coeur d'Alene, ID","055","Kootenai County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","057","Latah County"
"16","ID","1600007","Southeast-Central Idaho nonmetropolitan area","059","Lemhi County"
"16","ID","1600006","Northwestern Idaho nonmetropolitan area","061","Lewis County"
